code,name,brand,price,description,image,page,confidence
KTS-2056,PARLANTE KTS,,75.0,"• MODELO: PARLANTE RECARGABLE
• POTENCIA:60W
• DOS BOCINAS DE 6.5 PULGADAS.
• BATERIA: 2400 MAH
• INCLUYE TECNOLOGIA BLUETOOTH PARA
REPRODUCCION INALAMBRICA,
ADEMAS DE PUERTOS USB,TF Y AUX
PARA DIVERSAS FUENTES DE AUDIO.
• VIENE CON MICROFONO DE ACCESORIO,
IDEAL PARA EVENTOS
• LUCES RGB",images/KTS-2056.jpg,354,0.9
LD-S606,PARLANTE LIDIMI,,75.0,"• PARLANTE RECARGABLE
BLUETOOTH
• ENTRADA LECTORA DE USB Y
MEMORIA
• RADIO FM
• PUERTO PARA CABLE AUXILIAR
• CABLE AUXILIAR
• CABLE DE CARGA TIPO C
• CALIDAD DE SONIDO
• 30W DE POTENCIA",images/LD-S606.jpg,355,0.9
ET-P1658B,PARLANTE,EWTTO,75.0,"• PARLANTE EWTTO
• CONECTIVIDAD BLUETOOTH CON
UN RANGO DE 10 M.
• INCLUYE UN MICRÓFONO PARA
FUNCIÓN DE KARAOKE.
• CUENTA CON LUCES LED RGB.
• BATERÍA RECARGABLE Y
SINTONIZADOR DE RADIO FM.
• POTENCIA DE 15W Y TIPO DE
BOCINA DE 6.5 PULGADAS.",images/ET-P1658B.jpg,356,1.0
LD-S010AC,PARLANTE CAFINI,,75.0,"• PARLANTE  A CORRIENTE Y
RECARGABLE   BLUETOOTH
• ENTRADA LECTORA DE USB Y
MEMORIA
• FM
• PUERTO PARA CABLE AUXILIAR
• SALIDA DE 20W
• COLORES: NEGRO , AZUL .
• CABLE DE CARGA TIPO C",images/LD-S010AC.jpg,357,0.9
ET-P5576MBC,PARLANTE,EWTTO,78.0,"• MODELO: PARLANTE
• MARCA:  EWTTO
• BATERIA: 1800MAH
• POTENCIA:10W
• FUNCIONES: BT, AUX ,USB ,
TF,FM.
• CONTENIDO: CABLE DE
CARGA A CORRIENTE DIRECTA
• 1 MICROFONO ALAMBRICO Y
CONTROL REMOTO",images/ET-P5576MBC.jpg,359,1.0
DE-P2658B,PARLANTE DEXBO,,79.0,"• PARLANTE INALAMBRICO
• POTENCIA: 40W*2
• BATERIA: 7200MAH
• FUNCIONES: WIRELESS, FM,
TF, USB, AUX, TWS
• AUTONOMIA: 6-8H
• CONECTIVIDAD: BLUETOOTH,
• INCLUYE: CORREA DE
TRANSPORTE, CABLE DE
CARGA Y AUX.",images/DE-P2658B.jpg,360,0.9
GTS-2087,PARLANTE GTS,,80.0,"• MODELO : PARLANTE
RECARGABLE
• ALTAVOZ : 8 PULGADAS
• ALIMENTACION ELECTRICA
• FUNCIONES: USB, MICRO
SD, RADIO FM,BLUETOOTH
• CONTENIDO: CABLE DE
CARGA
• MICROFONO ALAMBRICO
• LUCES RGB",images/GTS-2087.jpg,361,0.9
KTS-1745,PARLANTE KTS,,85.0,"• PRODUCTO: PARLANTE
RECARGABLE
• BOCINAS: 8X2” PULGADAS
• POTENCIA: 10W
• FUNCIONES:BLUETOOTH, ENTRADA
LECTORA DE USB Y MEMORIA,
RADIO FM
• INCLUYE: 1 MICROFONO
ALAMBRICO, 1 CONTROL REMOTO
Y CABLE DE CARGA",images/KTS-1745.jpg,362,0.9
GTS-2075,PARLANTE GTS,,85.0,"• PARLANTE RECARGABLE
BLUETOOTH
• DOBLE BOCINA 6.5” PULGADAS
• ENTRADA LECTORA DE USB Y
MEMORIA
• RADIO FM
• MICROFONO ALAMBRICO
• CONTROL REMOTO
• CABLE DE CARGA",images/GTS-2075.jpg,363,0.9
AD-G585,PARLANTE,ALDEEPO,85.0,"• PRODUCTO:  PARLANTE
ALDEEPO
• MATERIAL : ABS+ RUBBER
• POTENCIA:30 W
• FUNCIONES: BT, USB,
TF,TWS,AUX, FM
• INCLUYE: CABLE DE CARGA Y
CABLE AUXILIAR",images/AD-G585.jpg,364,1.0
GTS-1876,PARLANTE GTS,,88.0,"• PRODUCTO: PARLANTE
GTS
• BOCINA :  12” PULGADAS
• FUNCIONES: RADIO FM,
BLUETOOTH, AUX,
ENTRADA LECTORA DE USB
Y MEMORIA
• INCLUYE: MICRÓFONO
INÁLAMBRICO, CONTROL
REMOTO Y CABLE DE
CARGA",images/GTS-1876.jpg,365,0.9
GTS-1877,PARLANTE GTS,,88.0,"• MODELO: PARLANTE
RECARGABLE GTS
• WOOFER : 12 PULGADAS
• FUNCIONES: BLUETOOTH,
LECTOR MEMORIA- USB, RADIO
FM
• INCLUYE MICROFONO
ALAMBRICO
• CONTENIDO: CABLE CARGADOR
Y CONTROL REMOTO
• LUCES RGB",images/GTS-1877.jpg,366,0.9
P30,XTREEME  PRO PARLANTE RGB,,90.0,"• PARLANTE RECARGABLE BLUETOOTH
• POTENCIA:20W
• CONECTIVIDAD TWS PARA
EMPAREJAR DOS UNIDADES Y
CERTIFICACION IPX6 DE RESISTENCIA
AL AGUA.
• FUNCIONES: USB, LECTOR DE
MEMORIA MICRO SD, ENTRADA
AUXILIAR, RADIO FM.
• INCLUYE CABLE DE CARGA, CORREA
AJUSTABLE, CABLE AUXILIAR.",images/P30.jpg,367,0.9
ET-P1761B,PARLANTE,EWTTO,90.0,"• MODELO: PARLANTE
RECARGABLE
• POTENCIA:20W*2
• FUNCIONES: BLUETOOTH,
RADIO FM, AUX, ENTRADA
LECTORA DE USB Y MEMORIA
• CONTENIDO: CABLE DE
CARGA,CABLE AUXILIAR
• LUCES: RGB",images/ET-P1761B.jpg,368,1.0
SP55,PARLANTE MICCELL,,99.0,"• PARLANTE RECARGABLE
BLUETOOTH, USB, MICRO SD, AUX
• RESISTENCIA: CUENTA CON
CERTIFICACIÓN IPX7
• BATERÍA: INCLUYE UNA BATERÍA
DE 3000 MAH.
• LUCES LED RGB
• POTENCIA: 20W
• DOBLE BOCINA
• INCLUYE CABLE DE CARGA TIPO C
Y AUX",images/SP55.jpg,369,0.9
LD-S862,PARLANTE LIDIMI,,99.0,"• PARLANTE PORTATIL
• POTENCIA: 40W
• BATERIA: 7.4V /4400MAH
• CONECTIVIDAD: BLUETOOTH,
ENTRADA USB, TF, RADIO FM Y
AUX
• LUCES LED RGB
• INCLUYE CABLE DE CARGA
TIPO C",images/LD-S862.jpg,370,0.9
LD-S871,PARLANTE LIDIMI,,99.0,"• PARLANTE RECARGABLE
• POTENCIA: 50W
• BATERIA: 5000MAH
• DURACION: 12-15H
• FUNCIONES: BT,USB, TF,AUX.
• CONTENIDO:CABLE DE CARGA
• LUCES: FRENTE RGB",images/LD-S871.jpg,371,0.9
CN-S6852AC,/Z PARLANTE CAFINI,,99.0,"• PARLANTE PORTATIL
• POTENCIA: 10W
• DISTANCIA: 10M
• CONECTIVIDAD: BLUETOOTH,
ENTRADA USB, TF, RADIO FM
• LUCES LED RGB
• INCLUYE CABLE DE CARGA TIPO C,
CABLE A CORRIENTE DIRECTA
MICROFONO ALAMBRICO, BASE
ESTABILIZADORA.",images/CN-S6852AC.jpg,372,0.9
EW-P129B,PARLANTE,EWTTO,99.0,"• PRODUCTO: PARLANTE PREMIUM
• ALIMENTACIÓN: ELÉCTRICA
• FUNCIONES:  BLUETOOTH, ENTRADA
LECTORA DE USB Y MEMORIA,
RADIO FM
• POTENCIA : 50W
• LUCES: RGB
• RESISTENTE AL AGUA: IPX5
• AJUSTE DE ECUALIZADOR
• DURACIÓN: 10H(50%)
• INCLUYE: CABLE DE CARGA TIPO C ,
CABLE AC, CABLE AUXILIAR Y
ESTUCHE.",images/EW-P129B.jpg,373,1.0
S201,MX PARLANTE TRON,MAX,105.0,"• SISTEMA DE AUDIO MULTIMEDIA
2.1 BT
• CONEXIÓN INALAMBRICA BT
ENTRADA AUX
• ILUMINACION RGB
• LECTOR DE MEMORIA USB/SD
• RADIO FM
• VOLTAJE: AC 220V
• BOCINA: 3´´ EN CADA SATELITE
• PANTALLA LED Y BOTONES DE
CONTROL
• CONTROL REMOTO",images/S201.jpg,374,1.0
HA-K44,MINI COMPONENTE,,110.0,"• PRODUCTO: PARLANTES
• MODELO: HALION
• CARACTERISTICAS: 1
CUERPO PRINCIPAL + 2
BOCINAS INDEPENDIENTE
• POTENCIA:  80W
• WOOFER: 4″
• SATÉLITES: 2×3″
• FUNCIONES: USB, SD, BT,
FM
• ILUMINACIÓN : RGB
• INCLUYE: 1 CONTROL
REMOTO,PANTALLA
DIGITAL",images/HA-K44.jpg,375,0.9
P8029,D- PARLANTE,EWTTO,115.0,"• PARLANTE RECARGABLE
• POTENCIA: 50W
• BATERIA: 1800MAH*4
• RESISTENCIA AL AGUA Y POLVO
• FUNCIONES: BT, USB,TF, FM,TWS
• JUEGO DE LUCES RGB
• CABLE CARGADOR
• CORREA AJUSTABLE",images/P8029.jpg,376,1.0
BTS-2237,PARLANTE BRODU,,115.0,"• PRODUCTO: PARLANTE KARAOKE
• WOFFER: 4 “
• POTENCIA: 20W
• FUNCIONES:RADIO FM, LECTOR
USB Y MEMORIA,AUX
• ILUMINACIÓN: RGB
• BOCINAS BOOFERS
• ALTA CALIDA DE SONIDO ESTABLE
• INCLUYE: CABLE DE CARGA TIPO C,
MICROFONO INALAMBRICO",images/BTS-2237.jpg,377,0.9
S7062BT,PARLANTE,,120.0,"• SISTEMA DE AUDIO MULTIMEDIA
2.1 BT
• CONEXIÓN INALAMBRICA BT
HASTA DE 10 METROS DE
DISTANCIA
• ILUMINACION RGB
• LECTOR DE MEMORIA USB/SD
• RADIO FM
• CONTROL REMOTO, PANTALLA
LED,BOTONES DE CONTROL,
PERILLAS DE BAJOS Y AGUDOS.",images/S7062BT.jpg,378,0.9
EW-P128BA,PARLANTE,EWTTO,120.0,"• MODELO: PARLANTE
RECARGABLE EWTTO
• POTENCIA: 40W
• DURACION: 10H
• BATERIA: 4000 MAH
• FUNCIONES: BT,USB,TF, AUX
• CONTENIDO: CABLE DE
CARGA, CABLE AUXILIAR
• MATERIAL : RESISTENTE",images/EW-P128BA.jpg,379,1.0
,POWER SMART PARLANTE MOVISUN,,120.0,"• PARLANTE PORTATIL
• POTENCIA: 16W
• CONECTIVIDAD: BLUETOOTH,
,TWS, RADIO FM Y AUX
• LUCES LED RGB
• INCLUYE CABLE AUX, Y CABLE
TIPO C",images/page_380_product_001.jpg,380,0.75
S7001BT,PARLANTE MICRONICS,,120.0,"• SISTEMA DE AUDIO MULTIMEDIA 2.1
BT ,SW 5´´.
• WOOFER: 5´´.
• DIAMETRO DE SATELITE DE 3´´ X 2.
• CONEXIÓN INALAMBRICA BT LARGA
DISTANCIA
• ILUMINACION RGB
• LECTOR DE MEMORIA USB/SD
• RADIO FM
• TUNED PORT: PARA MEJOR
RESPUESTA DE LOS BAJOS
• INCLUYE CONTROL REMOTO,
PANTALLA LED.",images/S7001BT.jpg,381,0.9
S7072BT,PARLANTE MICRONICS,,120.0,"• SISTEMA DE AUDIO MULTIMEDIA 2.1
BT, SW 5´´
• CONEXIÓN INALAMBRICA BT  HASTA
DE 10 METROS DE DISTANCIA
• WOOFER:5´´
• DIAMETRO DE SATELITES DE 3´´ X 2.
• ENTRADA AC 220V
• RADIO FM
• TUNED PORT: PARA MEJOR RESPUESTA
DE BAJOS.
• CONTROL REMOTO, PANTALLA
LED,BOTONES DE CONTROL.",images/S7072BT.jpg,382,0.9
BTS-2439,PARLANTE BRODU,,120.0,"• PARLANTE RECARGABLE
• POTENCIA: 50W
• BATERIA: 3600MAH
• FUNCIONES: BT, USB,TF, FM,TWS,AUX,
MIC, GUITAR
• INCLUYE 1 MICROFONO
INALAMBRICO , CON FORRO
• JUEGO DE LUCES RGB
• CABLE CARGADOR",images/BTS-2439.jpg,383,0.9
SP01,PARLANTE MICCELL,,120.0,"• PARLANTE RECARGABLE
BLUETOOTH, USB, MICRO SD, AUX
• INCLUYE UNA BATERÍA DE 3600
MAH.
• RESISTENTE AL AGUA IPX6
• POTENCIA: 20W
• LUCES LED RGB
• INCLUYE CABLE DE CARGA TIPO C ,
AUX.",images/SP01.jpg,384,0.9
S7502,PARLANTE MICRONICS,,120.0,"• SISTEMA DE AUDIO MULTIMEDIA
2.1 BT
• CONEXIÓN INALAMBRICA BT
LARGA DISTANCIA
• ILUMINACION RGB
• LECTOR DE MEMORIA USB/SD
• RADIO FM
• BOCINA:3´´ EN CADA SATELITE
• INCLUYE CONTROL REMOTO,
PANTALLA LED,BOTONES DE
CONTROL.",images/S7502.jpg,385,0.9
P11,PARLANTE SUPER,,120.0,"• MODELO: PARLANTE TORRE
• CARACTERÍSTICAS: BLUETOOTH
(BT), LUCES LED, REPRODUCTOR
MP3 DIGITAL, ENTRADA USB
• ACCESORIOS
INCLUIDOS: MICRÓFONO
INALÁMBRICO, CONTROL REMOTO
Y CABLE DE CARGA
• TAMAÑO: DOBLE BOCINA DE 8
PULGADAS",images/P11.jpg,386,0.9
HA-W51,PARLANTE HALION,,120.0,"• PARLANTE HALION
•  BOCINA DE 5” PULGADAS
• RECARGABLE BLUETOOTH
• RADIO FM | LECTOR USB Y SD
• MICROFONO INALAMBRICO
• CON LUCES RGB",images/HA-W51.jpg,387,0.9
GTS-2070,PARLANTE GTS,,125.0,"• PARLANTE RECARGABLE
BLUETOOTH
• BOCINA DE 12 PULGADAS
• FRENTE CON LUCES RGB
• ENTRADA LECTORA DE USB Y
MEMORIA
• RADIO FM
• MICROFONO ALAMBRICO
• MICROFONO INALAMBRICO
• CABLE DE CARGA
• MODELO MALETA
• CONSOLA DE MANDO A PERILLAS",images/GTS-2070.jpg,388,0.9
KTS-2232,PARLANTE KTS,,125.0,"• PRODUCTO: PARLANTE
RECARGABLE
• BOCINA :  12 PULGADAS
• FUNCIONES: BLUETOOTH,
ENTRADA LECTORA DE USB Y
MEMORIA, RADIO FM
• INCLUYE: DOBLE MICRÓFONO
INALÁMBRICO, CABLE DE
CARGA, CONSOLA DE MANDO
A PERILLAS
• ILUMINACIÓN LED: RGB",images/KTS-2232.jpg,389,0.9
S7528,PARLANTE MICRONICS,,130.0,"• SISTEMA DE AUDIO MULTIMEDIA 2.1
BT
• WOOFER: 5´´LITE.
• BOCINA:3´´
• CONEXIÓN INALAMBRICA BT LARGA
DISTANCIA
• ILUMINACION RGB
• LECTOR DE MEMORIA USB/SD
• RADIO FM
• INCLUYE CONTROL REMOTO,
PANTALLA LED.",images/S7528.jpg,390,0.9
LS-X9,PARLANTE BOSSNEY,,130.0,"• PARLANTE RECARGABLE
• POTENCIA: 30*2W
• FUNCIONES: BT, TWS, FM ,TF, USB.
• CONTENIDO:CABLE DE CARGA
• CORREA AJUSTABLE
• LUCES: FRENTE RGB",images/LS-X9.jpg,391,0.9
S7415BT,PARLANTE MICRONICS,,130.0,"• SISTEMA DE AUDIO MULTIMEDIA 2.1
• ENTRADA AC 220V
• WOOFER: 4´´.
• BOCINA:3´´
• CONEXIÓN INALAMBRICA BT LARGA
DISTANCIA
• ILUMINACION RGB
• LECTOR DE MEMORIA USB/SD
• RADIO FM
• TUNED PORT:PARA MEJOR
RESPUESTA DE LOS BAJOS.
• INCLUYE CONTROL REMOTO,
PANTALLA LED.",images/S7415BT.jpg,392,0.9
LD-S886,PARLANTE LIDIMI,,130.0,"• PARLANTE RECARGABLE BLUETOOTH
• DOBLE   BOCINA
• DURACION HASTA 15H
• BATERIA: 4*2000MAH
• ENTRADA LECTORA DE USB Y
MEMORIA
• CABLE DE CARGA
• JUEGO DE LUCES RGB",images/LD-S886.jpg,393,0.9
SS2378MIR,VS- PARLANTE SONIVOX,,130.0,"• MODELO: PARLANTE PORTATIL
SONIVOX DE 8 PULGADAS
• OFRECE SALIDA DE SONIDO DE
HASTA 7900W PMPO.
• BATERIA : 8 HORAS
APROXIMADAMENTE.
• FUNCIONES : RADIO FM, ENTRADA
USB / SD , BLUETOOTH Y
COMPATIBILIDAD TWS.
• INCLUYE MICROFONO
INALAMBRICO Y CONTROL
REMOTO.",images/SS2378MIR.jpg,394,0.9
KTS-1761,PARLANTE KTS,,130.0,"• PARLANTE RECARGABLE
BLUETOOTH
• MODELO MALETA CON RUEDAS
• 8” PULGADAS
• ENTRADA LECTORA DE USB Y
MEMORIA
• RADIO FM
• MICROFONO INALAMBRICO
• CONTROL REMOTO
• CABLE DE CARGA",images/KTS-1761.jpg,395,0.9
GTS-1596,PARLANTE GTS,,130.0,"• PRODUCTO: PARLANTE
RECARGABLE
• BOCINA : 12 PULGADAS
• POTENCIA: 25W + 15W TWEETER
• DISEÑO: FRENTE CON LUCES RGB,
• FUNCIONES:TWS/BT/USB/SD/FM/
AUX
• INCLUYE: MICROFONO CABLEADO,
CONTROL REMOTO, CABLE DE
CARGA
• MODELO : MALETA
• CONSOLA DE MANDO A PERILLAS",images/GTS-1596.jpg,396,0.9
LD-S011AC,PARLANTE LIDIMI,LIDIMI,140.0,"• MARCA: LIDIMI
• MODELO: LD-S011AC
• POTENCIA: 50W
• BATERIA: 3000MAH
• CONECTIVIDAD: BLUETOOTH,
TWS, FM, TF, USB
• HASTA 8H
• ILUMINACION RGB
• INCLUYE CABLE AC",images/LD-S011AC.jpg,397,1.0
P8009,D- PARLANTE DEMGEL,DEMGEL,140.0,"• MARCA: DEMGEL
• MODELO: D-P8009
• CONECTIVIDAD: BLUETOOTH,,
FM, TF, USB
• HASTA 8H
• ILUMINACION RGB
• INCLUYE CABLE AC, AUX Y
MICROFONO",images/P8009.jpg,398,1.0
ET-P5777MBC,PARLANTE,EWTTO,139.0,"• PRODUCTO: PARLANTE
• CONECTIVIDAD: RECARGABLE A
CORRIENTE DIRECTA
• FUNCIONES: BLUETOOTH, USB,
ENTRADA LECTORA DE USB Y
MEMORIA, RADIO FM
• BOCINA: 8” PULGADAS
• POTENCIA: 80W
• ILUMINACIÓN LED: RGB
• INCLUYE: MICRÓFONO INALÁMBRICO,
CABLE AC, CABLE  TIPO C ,CONTROL
REMOTO",images/ET-P5777MBC.jpg,399,1.0
GTS-1932S,PARLANTE GTS,,140.0,"• PRODUCTO: ALTAVOZ DE
WOOFER PARA FIESTA DE
KARAOKE
• BOCINAS:  12” PULGADAS
• POTENCIA: 25 W
• ILUMINACIÓN LED: RGB
• FUNCIONES: BLUTOOTH, USB,
AUX-IN, RADIO DE FM, TWS, SD
• INCLUYE: MICRÓFONO
ALÁMBRICO, CONTROL
REMOTO, CABLE CARGADOR
• MODELO : MALETA CON
RUEDAS",images/GTS-1932S.jpg,400,0.9
HA-F48,MINI COMPONENTE HALION,,145.0,"• CUERPO PRINCIPAL MAS DOS
BOCINAS INDEPENDIENTE
• A CORRIENTE
• CONTROL REMOTO
• BLUETOOTH
• FM
• ENTRADA PARA USB Y MICRO
SD
• POTENCIA 120W",images/HA-F48.jpg,401,0.9
KTS-1907,PARLANTE KTS,,145.0,"• PARLANTE RECARGABLE
BLUETOOTH
• ENTRADA LECTORA DE USB Y
MEMORIA
• BOCINA DE 12” PULGADAS
• RADIO FM
• MICROFONO INALAMBRICO
• CABLE DE CARGA
• CONSOLA DE MANDO A PERILLAS
CON LUCES RGB
• CONTROL REMOTO",images/KTS-1907.jpg,402,0.9
LD-S879,PARLANTE LIDIMI,,145.0,"• PARLANTE RECARGABLE
• POTENCIA: 100W
• BATERIA: 15600MAH
• DURACION: 25H
• FUNCIONES: BT,USB, TF,MIC.
• CONTENIDO:CABLE DE CARGA
• LUCES: FRENTE RGB",images/LD-S879.jpg,403,0.9
AD-G588,PARLANTE,ALDEEPO,145.0,"• PRODUCTO:  PARLANTE ALDEEPO
• MATERIAL : ABS+ RUBBER
• POTENCIA:60 W
• BATERIA: 8000MAH
• FUNCIONES: BT, USB, TF,TWS,AUX, FM
• DURACION 20H
• INCLUYE: CABLE DE CARGA Y CABLE
AUXILIAR",images/AD-G588.jpg,404,1.0
HA-F61,MINI COMPONENTE HALION,,150.0,"• PARLANTE: CUERPO
PRINCIPAL MAS DOS
BOCINAS  CON BAJOS
• WOOFER: 5.25″
• ILUMINACIÓN LED: RGB
• INCLUYE:  CONEXIONES,
CONTROL REMOTO
• FUNCIONES:
BLUETOOTH,USB,SD, FM
• DISTANCIA: 10 M
• POTENCIA: 150W MAX",images/HA-F61.jpg,405,0.9
EW-P482B,PARLANTE,EWTTO,150.0,"• PARLANTE RECARGABLE
• POTENCIA: 60W
• BATERIA: 6000MAH
• FUNCIONES: BT, USB,TF,TWS, IPX5
• JUEGO DE LUCES RGB
• CABLE CARGADOR
• CORREA AJUSTABLE",images/EW-P482B.jpg,406,1.0
BTS-2225,PARLANTE BRODU,,155.0,"• CUENTA CON DOBLE
BOCINA DE 8’’ PULGADAS
• LUCES LED RGB
• PERILLAS PARA AJUSTE DE
VOLUMEN
• CONECTIVIDAD:
BLUETOOTH, PUERTO USB,
MICRO SD, Y ENTRADA AUX.
• INCLUYE: MICROFONO
• CABLE DE CARGA TIPO C",images/BTS-2225.jpg,407,0.9
ET-P5757MBC,PARLANTE,EWTTO,160.0,"• PARLANTE RECARGABLE
• BOCINA: 8PULGADAS *3
• POTENCIA:20W
• BATERIA:3.7V/3000 MAH
• MEDIDAS:280X280X880MM
• FUNCIONES: BT, AUX, USB,TF,FM
• CUENTA CON 2 MICROFONOS
INALAMBRICOS, CONTROL REMOTO,
CABLE A CORRIENTE DIRECTA Y CABLE
DE CARGA
• LUCES RGB
• DOBLE RUEDAS.",images/ET-P5757MBC.jpg,408,1.0
KP-3222BT,PARLANTE KNUP,,160.0,"• PARLANTE BLUETOOTH A CORRIENTE
Y RECARGABLE
• DOBLE   BOCINA DE 8” PULGADAS
• FRENTE CON JUEGO DE LUCES RGB
• PANTALLA LED
• LECTOR DE USB Y MEMORIA
• ECUALIZADOR CON PERILLAS
• MICROFONO INALAMBRICO
• CONTROL REMOTO
• CABLE CARGADOR",images/KP-3222BT.jpg,409,0.9
SP73,PARLANTE MICCELL,,160.0,"• PARLANTE RECARGABLE
TWS,BLUETOOTH, USB, MICRO SD,
AUX
• INCLUYE UNA BATERÍA DE 3800
MAH.
• LUCES LED RGB
• POTENCIA: 80W
• INCLUYE CABLE DE CARGA TIPO C ,
AUX.",images/SP73.jpg,410,0.9
ET-P5756MBC,PARLANTE,EWTTO,160.0,"• PRODUCTO:  PARLANTE EWTTO
• ALIMENTACIÓN: ELÉCTRICA, AC
• FUNCIONES:  BLUETOOTH, MP3,
USB,TF,FM,AUX,MIC
• ILUMINACIÓN LED: RGB, PANTALLA LED.
• BOCINA : 8” X 3  PULGADAS
• POTENCIA: 20W
• INCLUYE:  ECUALIZADOR CON PERILLAS,
DOBLE MICROFONO INALAMBRICO,
CONTROL REMOTO, CABLE CARGADOR.
• BATERIA: 3600 MAH",images/ET-P5756MBC.png,411,1.0
CN-S6732AC,PARLANTE CAFINI,CAFINI,160.0,"• PRODUCTO: PARLANTE
• MARCA:  CAFINI
• POTENCIA: 20W
• BATERIA:3600MAH
• FRENTE CON JUEGO DE LUCES RGB
• PANTALLA LED
• FUNCIONES:BLUETOOTH, LECTOR DE
USB Y MEMORIA
• INCLUYE: ECUALIZADOR CON PERILLAS, 1
MICROFONO INALAMBRICO, 1CONTROL
REMOTO, 1 CABLE CARGADOR, CABLE A
CORRIENTE DIRECTA",images/CN-S6732AC.png,412,1.0
BS-P8577MBA,PARLANTE BOSSNEY,,160.0,"• POTENCIA DE CARGA: AC110-240V
• LUCES RGB
• PORTABILIDAD: ES UN PARLANTE
PORTÁTIL CON DOBLE RUEDAS
PARA UN FÁCIL TRANSPORTE.
• INCLUYE ENTRADAS PARA USB,
TARJETA SD/MICRO SD , AUX, MIC,
TF, TWS
• MICRÓFONO INALAMBRICO,
CONTROL REMOTO Y CABLE DE
CARGA.
• RECARGABLE",images/BS-P8577MBA.jpg,413,0.9
LD-S661,PARLANTE LIDIMI,,160.0,"• MODELO: LD-S661
• POTENCIA: 80W
• BLUETOOTH 5.3
• BATERIA 8000MAH
• CONEXIÓN: USB, TF, AUX,
TWS
• INCLUYE CABLE DE CARGA",images/LD-S661.jpg,414,0.9
,MX 323AC PARLANTE TRON 8,MAX,160.0,"• PORTABILIDAD: ES UN PARLANTE
PORTÁTIL CON UN ASA PARA UN
FÁCIL TRANSPORTE.
• INCLUYE ENTRADAS PARA USB,
TARJETA SD/MICRO SD Y AUX,
ADEMÁS DE ENTRADA PARA
MICRÓFONO PARA FUNCIÓN DE
KARAOKE.
• MICRÓFONO INALAMBRICO,
CONTROL REMOTO,CABLE DE
CARGA , PILA RECARGABLE ,CABLE
AUXILIAR.",images/page_415_product_001.jpg,415,0.85
CN-S6646AC,PARLANTE CAFINI,CAFINI,160.0,"• PRODUCTO: PARLANTE
• MARCA:  CAFINI
• POTENCIA: 20W
• BATERIA:3000MAH
• FRENTE CON JUEGO DE LUCES RGB
• PANTALLA LED
• FUNCIONES:BLUETOOTH, LECTOR DE
USB Y MEMORIA
• INCLUYE: ECUALIZADOR CON PERILLAS, 1
MICROFONO INALAMBRICO, 1CONTROL
REMOTO, 1 CABLE CARGADOR, CABLE A
CORRIENTE DIRECTA",images/CN-S6646AC.png,416,1.0
P50,PARLANTE KAPERH PELOTA,,160.0,"• PARLANTE RECARGABLE
• MODELO: PELOTA DE FUTBOL
ATIMA
• MATERIAL: PLÁSTICO + SILICONA
• POTENCIA: 40W RMS
• IPX6 , DURACION 5 HORAS
• FUNCIÓN: BLUETOOTH, TWS
• COLOR: AZÚL,NEGRO,ROJO",images/P50.jpg,417,0.9
KTS-2143,PARLANTE KTS,,165.0,"• MODELO: PARLANTE KARAOKE
• ALIMENTACIÓN: ELÉCTRICA
• FUNCIONES: LECTOR USB ,
MEMORIA, RADIO FM, BT,TF ,AUX
• INCLUYE: 2 MICRÓFONOS
INALÁMBRICO, CABLE DE CARGA TIPO
C
• 1 PUERTOS PARA MICROFONO
ALAMBRICO
• LUCES: JUEGO DE LUCES RGB
• ECULIZADOR A PERILLAS
• BOCINA :3 BOCIDAS DE 8 PULGADAS",images/KTS-2143.png,418,0.9
EW-P429BC,PARLANTE,EWTTO,170.0,"• MODELO: PARLANTE
INALAMBRICO
• ALTAVOZ 52MM
• ALTAVOZ 22W
• PANTALLA 2.4’’
• PERILLAS PARA
CONTROL
• FUNCION: BT 5.3, TF,
USB, AUX, EQ, TWS
• CARGA: DC 5V O AC",images/EW-P429BC.jpg,419,1.0
HA-F55,MINI COMPONENTE HALION,,170.0,"• CUERPO PRINCIPAL MAS
DOS  BOCINAS
INDEPENDIENTE
• A CORRIENTE
• CONTROL REMOTO
• BLUETOOTH
• RADIO FM
• ENTRADA PARA USB Y
MICRO SD
• POTENCIA 150W",images/HA-F55.jpg,420,0.9
ET-P5782MBC,PARLANTE,EWTTO,170.0,"• PRODUCTO:  PARLANTE EWTTO
• ALIMENTACIÓN: ELÉCTRICA, AC
• FUNCIONES:  BLUETOOTH, MP3,
USB,TF,FM,AUX,MIC
• ILUMINACIÓN LED: RGB, PANTALLA LED.
• BOCINA : 8” X 3  PULGADAS
• POTENCIA: 20W
• INCLUYE:  ECUALIZADOR CON PERILLAS,
MICRÓFONO INÁLAMBRICO, CONTROL
REMOTO, CABLE CARGADOR.
• BATERIA: 3600 MAH",images/ET-P5782MBC.png,421,1.0
ET-P4300MBC,PARLANTE,EWTTO,180.0,"•
CONECTIVIDAD: BLUETOOTH, USB,
ENTRADA PARA TARJETA SD, Y
ENTRADA AUXILIAR DE 3.5 MM.
•
FUNCIONES ADICIONALES: RADIO FM,
LUCES LED RGB EN EL FRENTE, Y
FUNCIÓN DE KARAOKE CON ENTRADA
DE MICRÓFONO.
•
CONTROL: VIENE CON UN CONTROL
REMOTO PARA FACILITAR SU MANEJO.
•
PORTABILIDAD: CUENTA CON UN ASA
SUPERIOR PARA UN FÁCIL
TRANSPORTE.
•
AC",images/ET-P4300MBC.jpg,422,1.0
